condition,symptom,probability
Dysthymic disorder,depression,76.0
Dysthymic disorder,depressive_or_psychotic_symptoms,44.0
Dysthymic disorder,disturbance_of_memory,6.0
Dysthymic disorder,excessive_anger,7.0
Dysthymic disorder,fears_and_phobias,4.0
Dysthymic disorder,insomnia,22.0
Dysthymic disorder,loss_of_sex_drive,2.0
Dysthymic disorder,low_self_esteem,7.0
Dysthymic disorder,slurring_words,3.0
Dysthymic disorder,temper_problems,4.0
Ear drum damage,bleeding_from_ear,30.0
Ear drum damage,cough,25.0
Ear drum damage,diminished_hearing,60.0
Ear drum damage,ear_pain,80.0
Ear drum damage,flu_like_syndrome,9.0
Ear drum damage,fluid_in_ear,43.0
Ear drum damage,nasal_congestion,28.0
Ear drum damage,plugged_feeling_in_ear,22.0
Ear drum damage,pulling_at_ears,13.0
Ear drum damage,pus_draining_from_ear,9.0
Ear drum damage,redness_in_ear,41.0
Ear drum damage,ringing_in_ear,16.0
Ear wax impaction,cough,38.0
Ear wax impaction,diminished_hearing,67.0
Ear wax impaction,ear_pain,76.0
Ear wax impaction,fever,27.0
Ear wax impaction,fluid_in_ear,10.0
Ear wax impaction,nasal_congestion,32.0
Ear wax impaction,painful_sinuses,6.0
Ear wax impaction,plugged_feeling_in_ear,81.0
Ear wax impaction,pulling_at_ears,7.0
Ear wax impaction,redness_in_ear,10.0
Ear wax impaction,ringing_in_ear,16.0
Ear wax impaction,sinus_congestion,6.0
Eating disorder,abusing_alcohol,24.0
Eating disorder,acne_or_pimples,9.0
Eating disorder,anxiety_and_nervousness,51.0
Eating disorder,decreased_appetite,41.0
Eating disorder,depression,63.0
Eating disorder,depressive_or_psychotic_symptoms,43.0
Eating disorder,difficulty_eating,20.0
Eating disorder,excessive_anger,13.0
Eating disorder,excessive_appetite,24.0
Eating disorder,insomnia,13.0
Eating disorder,vomiting_blood,9.0
Eating disorder,weight_gain,17.0
Ectopic pregnancy,burning_abdominal_pain,21.0
Ectopic pregnancy,cramps_and_spasms,21.0
Ectopic pregnancy,dizziness,24.0
Ectopic pregnancy,intermenstrual_bleeding,21.0
Ectopic pregnancy,lower_abdominal_pain,60.0
Ectopic pregnancy,nausea,27.0
Ectopic pregnancy,pain_during_pregnancy,66.0
Ectopic pregnancy,pelvic_pain,48.0
Ectopic pregnancy,problems_during_pregnancy,13.0
Ectopic pregnancy,sharp_abdominal_pain,79.0
Ectopic pregnancy,spotting_or_bleeding_during_pregnancy,60.0
Ectopic pregnancy,vaginal_discharge,13.0
Ectropion,abnormal_movement_of_eyelid,58.0
Ectropion,diminished_vision,30.0
Ectropion,eye_redness,47.0
Ectropion,eyelid_lesion_or_rash,30.0
Ectropion,foreign_body_sensation_in_eye,30.0
Ectropion,itchiness_of_eye,30.0
Ectropion,lacrimation,72.0
Ectropion,pain_in_eye,66.0
Ectropion,spots_or_clouds_in_vision,30.0
Ectropion,swollen_eye,30.0
Ectropion,symptoms_of_eye,58.0
Ectropion,white_discharge_from_eye,30.0
Eczema,abnormal_appearing_skin,45.0
Eczema,acne_or_pimples,15.0
Eczema,allergic_reaction,22.0
Eczema,cough,24.0
Eczema,irregular_appearing_scalp,10.0
Eczema,itching_of_skin,49.0
Eczema,skin_dryness_peeling_scaliness_or_roughness,33.0
Eczema,skin_irritation,7.0
Eczema,skin_lesion,29.0
Eczema,skin_rash,78.0
Eczema,skin_swelling,12.0
Eczema,warts,6.0
Edward syndrome,cross_eyed,8.0
Edward syndrome,excessive_growth,8.0
Edward syndrome,eye_strain,8.0
Edward syndrome,fever,68.0
Edward syndrome,itchy_eyelid,8.0
Edward syndrome,joint_stiffness_or_tightness,8.0
Edward syndrome,knee_lump_or_mass,8.0
Edward syndrome,nailbiting,8.0
Edward syndrome,shoulder_swelling,8.0
Edward syndrome,suprapubic_pain,68.0
Edward syndrome,vulvar_sore,8.0
Edward syndrome,wrist_weakness,8.0
Emphysema,ache_all_over,51.0
Emphysema,back_pain,51.0
Emphysema,chest_tightness,69.0
Emphysema,cough,51.0
Emphysema,cross_eyed,4.0
Emphysema,elbow_cramps_or_spasms,4.0
Emphysema,emotional_symptoms,4.0
Emphysema,excessive_growth,4.0
Emphysema,itchy_eyelid,4.0
Emphysema,nausea,51.0
Emphysema,sharp_chest_pain,89.0
Emphysema,shortness_of_breath,69.0
Empyema,abnormal_appearing_skin,28.0
Empyema,back_pain,44.0
Empyema,coryza,44.0
Empyema,cough,69.0
Empyema,difficulty_breathing,28.0
Empyema,hurts_to_breath,44.0
Empyema,leg_pain,28.0
Empyema,sharp_abdominal_pain,28.0
Empyema,sharp_chest_pain,44.0
Empyema,shortness_of_breath,63.0
Empyema,skin_lesion,28.0
Empyema,skin_rash,28.0
Encephalitis,disturbance_of_memory,30.0
Encephalitis,dizziness,39.0
Encephalitis,fatigue,30.0
Encephalitis,headache,62.0
Encephalitis,insomnia,18.0
Encephalitis,joint_pain,18.0
Encephalitis,leg_pain,39.0
Encephalitis,leg_weakness,18.0
Encephalitis,loss_of_sensation,53.0
Encephalitis,paresthesia,18.0
Encephalitis,problems_with_movement,18.0
Encephalitis,seizures,53.0
Endocarditis,chills,9.0
Endocarditis,dizziness,37.0
Endocarditis,fatigue,28.0
Endocarditis,increased_heart_rate,16.0
Endocarditis,irregular_heartbeat,9.0
Endocarditis,leg_swelling,9.0
Endocarditis,lower_body_pain,9.0
Endocarditis,pain_or_soreness_of_breast,9.0
Endocarditis,palpitations,28.0
Endocarditis,sharp_chest_pain,33.0
Endocarditis,shortness_of_breath,47.0
Endocarditis,weakness,28.0
Endometrial cancer,absence_of_menstruation,6.0
Endometrial cancer,cramps_and_spasms,10.0
Endometrial cancer,hot_flashes,15.0
Endometrial cancer,infrequent_menstruation,6.0
Endometrial cancer,intermenstrual_bleeding,32.0
Endometrial cancer,long_menstrual_periods,15.0
Endometrial cancer,mass_on_vulva,6.0
Endometrial cancer,pelvic_pain,15.0
Endometrial cancer,unpredictable_menstruation,10.0
Endometrial cancer,vaginal_bleeding_after_menopause,76.0
Endometrial cancer,vaginal_discharge,10.0
Endometrial cancer,vaginal_itching,10.0
Endometrial hyperplasia,abnormal_size_or_shape_of_ear,1.0
Endometrial hyperplasia,back_weakness,1.0
Endometrial hyperplasia,elbow_cramps_or_spasms,1.0
Endometrial hyperplasia,heavy_menstrual_flow,45.0
Endometrial hyperplasia,involuntary_urination,21.0
Endometrial hyperplasia,low_back_weakness,1.0
Endometrial hyperplasia,muscle_swelling,1.0
Endometrial hyperplasia,pelvic_pain,21.0
Endometrial hyperplasia,pus_in_sputum,1.0
Endometrial hyperplasia,unpredictable_menstruation,35.0
Endometrial hyperplasia,vaginal_bleeding_after_menopause,53.0
Endometrial hyperplasia,vaginal_discharge,21.0
Endometriosis,absence_of_menstruation,10.0
Endometriosis,burning_abdominal_pain,18.0
Endometriosis,chills,10.0
Endometriosis,heavy_menstrual_flow,20.0
Endometriosis,hot_flashes,10.0
Endometriosis,infertility,15.0
Endometriosis,intermenstrual_bleeding,12.0
Endometriosis,lower_abdominal_pain,30.0
Endometriosis,painful_menstruation,28.0
Endometriosis,pelvic_pain,67.0
Endometriosis,sharp_abdominal_pain,61.0
Endometriosis,vaginal_pain,10.0
Endophthalmitis,diminished_vision,48.0
Endophthalmitis,eye_redness,83.0
Endophthalmitis,foot_or_toe_pain,23.0
Endophthalmitis,itchiness_of_eye,38.0
Endophthalmitis,lacrimation,23.0
Endophthalmitis,mass_on_eyelid,23.0
Endophthalmitis,pain_in_eye,86.0
Endophthalmitis,painful_sinuses,23.0
Endophthalmitis,painful_urination,23.0
Endophthalmitis,paresthesia,23.0
Endophthalmitis,skin_lesion,23.0
Endophthalmitis,swollen_eye,56.0
Envenomation from spider or animal bite,abnormal_appearing_skin,27.0
Envenomation from spider or animal bite,allergic_reaction,42.0
Envenomation from spider or animal bite,arm_swelling,14.0
Envenomation from spider or animal bite,fluid_retention,18.0
Envenomation from spider or animal bite,foot_or_toe_swelling,16.0
Envenomation from spider or animal bite,hand_or_finger_swelling,34.0
Envenomation from spider or animal bite,itching_of_skin,35.0
Envenomation from spider or animal bite,leg_swelling,14.0
Envenomation from spider or animal bite,paresthesia,10.0
Envenomation from spider or animal bite,peripheral_edema,14.0
Envenomation from spider or animal bite,skin_rash,35.0
Envenomation from spider or animal bite,skin_swelling,12.0
Ependymoma,abnormal_appearing_skin,27.0
Ependymoma,diminished_vision,68.0
Ependymoma,elbow_cramps_or_spasms,2.0
Ependymoma,elbow_weakness,2.0
Ependymoma,emotional_symptoms,2.0
Ependymoma,eye_redness,27.0
Ependymoma,eyelid_swelling,27.0
Ependymoma,headache,27.0
Ependymoma,muscle_swelling,2.0
Ependymoma,pain_in_eye,43.0
Ependymoma,pus_in_sputum,2.0
Ependymoma,symptoms_of_eye,27.0
Epididymitis,blood_in_urine,15.0
Epididymitis,groin_pain,46.0
Epididymitis,lower_abdominal_pain,18.0
Epididymitis,lower_body_pain,11.0
Epididymitis,mass_in_scrotum,8.0
Epididymitis,pain_in_testicles,91.0
Epididymitis,painful_urination,18.0
Epididymitis,retention_of_urine,15.0
Epididymitis,sharp_abdominal_pain,30.0
Epididymitis,side_pain,20.0
Epididymitis,swelling_of_scrotum,73.0
Epididymitis,swollen_abdomen,8.0
Epidural hemorrhage,back_pain,63.0
Epidural hemorrhage,depressive_or_psychotic_symptoms,63.0
Epidural hemorrhage,diminished_hearing,45.0
Epidural hemorrhage,dizziness,45.0
Epidural hemorrhage,elbow_weakness,3.0
Epidural hemorrhage,emotional_symptoms,3.0
Epidural hemorrhage,excessive_growth,3.0
Epidural hemorrhage,feeling_hot_and_cold,3.0
Epidural hemorrhage,leg_pain,45.0
Epidural hemorrhage,low_back_weakness,3.0
Epidural hemorrhage,side_pain,45.0
Epidural hemorrhage,wrist_weakness,3.0
Epilepsy,abnormal_involuntary_movements,13.0
Epilepsy,difficulty_speaking,4.0
Epilepsy,disturbance_of_memory,9.0
Epilepsy,eye_moves_abnormally,2.0
Epilepsy,headache,32.0
Epilepsy,lack_of_growth,2.0
Epilepsy,muscle_weakness,1.0
Epilepsy,seizures,91.0
Epilepsy,stiffness_all_over,2.0
Erectile dysfunction,blood_in_urine,16.0
Erectile dysfunction,excessive_urination_at_night,11.0
Erectile dysfunction,frequent_urination,22.0
Erectile dysfunction,impotence,84.0
Erectile dysfunction,involuntary_urination,7.0
Erectile dysfunction,loss_of_sex_drive,12.0
Erectile dysfunction,pain_during_intercourse,6.0
Erectile dysfunction,pain_in_testicles,14.0
Erectile dysfunction,penis_pain,7.0
Erectile dysfunction,premature_ejaculation,7.0
Erectile dysfunction,retention_of_urine,28.0
Erectile dysfunction,symptoms_of_prostate,23.0
Erythema multiforme,allergic_reaction,20.0
Erythema multiforme,coryza,44.0
Erythema multiforme,difficulty_in_swallowing,20.0
Erythema multiforme,fever,67.0
Erythema multiforme,fluid_retention,20.0
Erythema multiforme,itching_of_skin,44.0
Erythema multiforme,mouth_ulcer,34.0
Erythema multiforme,pain_in_eye,20.0
Erythema multiforme,skin_lesion,44.0
Erythema multiforme,skin_pain,20.0
Erythema multiforme,skin_rash,92.0
Erythema multiforme,vomiting,44.0
Esophageal cancer,ache_all_over,32.0
Esophageal cancer,changes_in_stool_appearance,7.0
Esophageal cancer,decreased_appetite,23.0
Esophageal cancer,difficulty_in_swallowing,28.0
Esophageal cancer,fatigue,32.0
Esophageal cancer,hoarse_voice,13.0
Esophageal cancer,mouth_pain,7.0
Esophageal cancer,sharp_abdominal_pain,32.0
Esophageal cancer,shortness_of_breath,28.0
Esophageal cancer,stomach_bloating,7.0
Esophageal cancer,vomiting,32.0
Esophageal cancer,weakness,32.0
Esophageal varices,burning_abdominal_pain,41.0
Esophageal varices,changes_in_stool_appearance,41.0
Esophageal varices,decreased_appetite,26.0
Esophageal varices,difficulty_in_swallowing,26.0
Esophageal varices,dizziness,26.0
Esophageal varices,itching_of_skin,26.0
Esophageal varices,lower_abdominal_pain,26.0
Esophageal varices,melena,26.0
Esophageal varices,nausea,41.0
Esophageal varices,pain_of_the_anus,26.0
Esophageal varices,sharp_abdominal_pain,26.0
Esophageal varices,weakness,26.0
Esophagitis,burning_abdominal_pain,22.0
Esophagitis,chest_tightness,19.0
Esophagitis,cough,29.0
Esophagitis,difficulty_in_swallowing,47.0
Esophagitis,heartburn,39.0
Esophagitis,nausea,40.0
Esophagitis,sharp_abdominal_pain,53.0
Esophagitis,sharp_chest_pain,66.0
Esophagitis,shortness_of_breath,24.0
Esophagitis,sore_throat,32.0
Esophagitis,upper_abdominal_pain,33.0
Esophagitis,vomiting,50.0
Essential tremor,abnormal_involuntary_movements,95.0
Essential tremor,arm_stiffness_or_tightness,5.0
Essential tremor,disturbance_of_memory,18.0
Essential tremor,dizziness,30.0
Essential tremor,fears_and_phobias,5.0
Essential tremor,headache,30.0
Essential tremor,hoarse_voice,5.0
Essential tremor,loss_of_sensation,21.0
Essential tremor,muscle_pain,10.0
Essential tremor,painful_sinuses,5.0
Essential tremor,problems_with_movement,35.0
Essential tremor,seizures,21.0
Eustachian tube dysfunction (ear disorder),abnormal_breathing_sounds,12.0
Eustachian tube dysfunction (ear disorder),allergic_reaction,11.0
Eustachian tube dysfunction (ear disorder),diminished_hearing,52.0
Eustachian tube dysfunction (ear disorder),dizziness,27.0
Eustachian tube dysfunction (ear disorder),ear_pain,75.0
Eustachian tube dysfunction (ear disorder),fluid_in_ear,30.0
Eustachian tube dysfunction (ear disorder),nasal_congestion,45.0
Eustachian tube dysfunction (ear disorder),plugged_feeling_in_ear,50.0
Eustachian tube dysfunction (ear disorder),redness_in_ear,49.0
Eustachian tube dysfunction (ear disorder),ringing_in_ear,23.0
Eustachian tube dysfunction (ear disorder),sore_throat,30.0
Eustachian tube dysfunction (ear disorder),swollen_or_red_tonsils,10.0
Extrapyramidal effect of drugs,abnormal_involuntary_movements,66.0
Extrapyramidal effect of drugs,anxiety_and_nervousness,31.0
Extrapyramidal effect of drugs,arm_stiffness_or_tightness,10.0
Extrapyramidal effect of drugs,cramps_and_spasms,25.0
Extrapyramidal effect of drugs,delusions_or_hallucinations,18.0
Extrapyramidal effect of drugs,disturbance_of_memory,25.0
Extrapyramidal effect of drugs,headache,25.0
Extrapyramidal effect of drugs,nausea,25.0
Extrapyramidal effect of drugs,neck_stiffness_or_tightness,18.0
Extrapyramidal effect of drugs,problems_with_movement,25.0
Extrapyramidal effect of drugs,restlessness,18.0
Extrapyramidal effect of drugs,seizures,41.0
Eye alignment disorder,abnormal_movement_of_eyelid,6.0
Eye alignment disorder,cross_eyed,35.0
Eye alignment disorder,diminished_vision,39.0
Eye alignment disorder,double_vision,36.0
Eye alignment disorder,eye_deviation,41.0
Eye alignment disorder,eye_moves_abnormally,11.0
Eye alignment disorder,foreign_body_sensation_in_eye,6.0
Eye alignment disorder,irregular_appearing_scalp,3.0
Eye alignment disorder,lack_of_growth,6.0
Eye alignment disorder,pain_in_eye,14.0
Eye alignment disorder,swollen_lymph_nodes,3.0
Eye alignment disorder,symptoms_of_eye,28.0
Factitious disorder,depression,54.0
Factitious disorder,depressive_or_psychotic_symptoms,72.0
Factitious disorder,disturbance_of_memory,81.0
Factitious disorder,elbow_cramps_or_spasms,5.0
Factitious disorder,elbow_weakness,5.0
Factitious disorder,excessive_growth,5.0
Factitious disorder,itchy_eyelid,5.0
Factitious disorder,lip_swelling,54.0
Factitious disorder,loss_of_sensation,54.0
Factitious disorder,nailbiting,5.0
Factitious disorder,paresthesia,54.0
Factitious disorder,wrist_weakness,5.0
Fat embolism,ankle_pain,91.0
Fat embolism,excessive_anger,91.0
Fat embolism,excessive_urination_at_night,91.0
Fat embolism,facial_pain,91.0
Fat embolism,fatigue,91.0
Fat embolism,joint_stiffness_or_tightness,91.0
Fat embolism,knee_lump_or_mass,91.0
Fat embolism,pain_during_pregnancy,91.0
Fat embolism,pain_in_eye,91.0
Fat embolism,pain_or_soreness_of_breast,91.0
Fat embolism,shoulder_cramps_or_spasms,91.0
Fat embolism,wrist_pain,91.0
Female genitalia infection,fever,32.0
Female genitalia infection,groin_pain,9.0
Female genitalia infection,mass_on_vulva,16.0
Female genitalia infection,pelvic_pain,16.0
Female genitalia infection,skin_growth,27.0
Female genitalia infection,skin_lesion,32.0
Female genitalia infection,skin_swelling,16.0
Female genitalia infection,spotting_or_bleeding_during_pregnancy,16.0
Female genitalia infection,vaginal_discharge,27.0
Female genitalia infection,vaginal_pain,49.0
Female genitalia infection,vulvar_irritation,36.0
Female genitalia infection,vulvar_sore,22.0
Female infertility of unknown cause,absence_of_menstruation,2.0
Female infertility of unknown cause,bleeding_or_discharge_from_nipple,2.0
Female infertility of unknown cause,infertility,92.0
Female infertility of unknown cause,irregular_belly_button,2.0
Female infertility of unknown cause,long_menstrual_periods,6.0
Female infertility of unknown cause,loss_of_sex_drive,2.0
Female infertility of unknown cause,pain_during_intercourse,2.0
Female infertility of unknown cause,scanty_menstrual_flow,3.0
Female infertility of unknown cause,unpredictable_menstruation,15.0
Female infertility of unknown cause,unwanted_hair,2.0
Fetal alcohol syndrome,coryza,40.0
Fetal alcohol syndrome,depressive_or_psychotic_symptoms,40.0
Fetal alcohol syndrome,emotional_symptoms,3.0
Fetal alcohol syndrome,excessive_anger,58.0
Fetal alcohol syndrome,eye_redness,40.0
Fetal alcohol syndrome,eye_strain,3.0
Fetal alcohol syndrome,hostile_behavior,40.0
Fetal alcohol syndrome,lack_of_growth,40.0
Fetal alcohol syndrome,seizures,40.0
Fetal alcohol syndrome,smoking_problems,40.0
Fetal alcohol syndrome,temper_problems,58.0
Fetal alcohol syndrome,wrist_weakness,3.0
Fibroadenoma,arm_lump_or_mass,5.0
Fibroadenoma,back_swelling,1.0
Fibroadenoma,bleeding_or_discharge_from_nipple,19.0
Fibroadenoma,bones_are_painful,5.0
Fibroadenoma,hot_flashes,2.0
Fibroadenoma,lump_or_mass_of_breast,90.0
Fibroadenoma,pain_during_intercourse,1.0
Fibroadenoma,pain_or_soreness_of_breast,50.0
Fibroadenoma,problems_with_shape_or_size_of_breast,2.0
Fibroadenoma,throat_irritation,1.0
Fibroadenoma,vaginal_dryness,1.0
Fibrocystic breast disease,absence_of_menstruation,3.0
Fibrocystic breast disease,bleeding_or_discharge_from_nipple,16.0
Fibrocystic breast disease,frequent_menstruation,3.0
Fibrocystic breast disease,intermenstrual_bleeding,3.0
Fibrocystic breast disease,leg_cramps_or_spasms,3.0
Fibrocystic breast disease,long_menstrual_periods,3.0
Fibrocystic breast disease,lump_or_mass_of_breast,77.0
Fibrocystic breast disease,pain_or_soreness_of_breast,58.0
Fibrocystic breast disease,skin_irritation,3.0
Fibromyalgia,ache_all_over,54.0
Fibromyalgia,arm_pain,26.0
Fibromyalgia,back_pain,59.0
Fibromyalgia,fatigue,21.0
Fibromyalgia,headache,40.0
Fibromyalgia,hip_pain,21.0
Fibromyalgia,leg_pain,44.0
Fibromyalgia,low_back_pain,39.0
Fibromyalgia,muscle_pain,48.0
Fibromyalgia,neck_pain,53.0
Fibromyalgia,sharp_chest_pain,34.0
Fibromyalgia,shoulder_pain,39.0
Flat feet,ankle_pain,31.0
Flat feet,cramps_and_spasms,23.0
Flat feet,feet_turned_in,23.0
Flat feet,foot_or_toe_pain,74.0
Flat feet,foot_or_toe_stiffness_or_tightness,13.0
Flat feet,knee_pain,43.0
Flat feet,problems_with_movement,23.0
Flat feet,retention_of_urine,13.0
Flat feet,skin_growth,13.0
Flat feet,skin_swelling,13.0
Flat feet,symptoms_of_eye,13.0
Flat feet,weight_gain,13.0
Floaters,diminished_vision,69.0
Floaters,eye_burns_or_stings,9.0
Floaters,foreign_body_sensation_in_eye,9.0
Floaters,itchiness_of_eye,17.0
Floaters,lacrimation,23.0
Floaters,pain_in_eye,17.0
Floaters,spots_or_clouds_in_vision,88.0
Floaters,symptoms_of_eye,17.0
Flu,ache_all_over,56.0
Flu,chills,38.0
Flu,coryza,37.0
Flu,cough,87.0
Flu,diarrhea,26.0
Flu,fever,91.0
Flu,flu_like_syndrome,52.0
Flu,headache,52.0
Flu,nasal_congestion,63.0
Flu,nausea,35.0
Flu,sore_throat,63.0
Flu,vomiting,47.0
Fluid overload,cough,24.0
Fluid overload,difficulty_breathing,35.0
Fluid overload,fluid_retention,44.0
Fluid overload,hand_or_finger_swelling,18.0
Fluid overload,leg_swelling,35.0
Fluid overload,nausea,35.0
Fluid overload,peripheral_edema,58.0
